,rre,acc,nmi
Multiplication Euclidean Normal,0.15703667454703546,0.7365277777777781,0.8503720757150566
Multiplication Euclidean Poisson,0.15934116761591582,0.7196527777777778,0.8419163058664128
Multiplication KL Divergence Normal,0.1572065352886769,0.7425694444444447,0.8560081891145801
Multiplication KL Divergence Poisson,0.15905782969586607,0.7389930555555553,0.8542191196117829
