,rre,acc,nmi
Multiplication Euclidean Normal,0.15683265883959555,0.7286111111111111,0.8492831080752563
Multiplication Euclidean Poisson,0.1591413186921236,0.7249999999999999,0.8475333136987393
Multiplication KL Divergence Normal,0.15703871615765036,0.7283333333333333,0.8528805731654592
Multiplication KL Divergence Poisson,0.1589874246949232,0.7424999999999999,0.8576467763361633
