,rre,acc,nmi
Multiplication Euclidean Normal,0.12707933711118052,0.7555555555555555,0.8651007088966558
Multiplication Euclidean Poisson,0.11535900378830546,0.7458333333333333,0.8553306358947673
Multiplication KL Divergence Normal,0.1463459874329454,0.6736111111111112,0.8128150813270119
Multiplication KL Divergence Poisson,0.13334644560941777,0.726388888888889,0.8409555126524142
