,rre,acc,nmi
Multiplication Euclidean Normal,0.156981988107057,0.7611111111111123,0.8776773970129457
Multiplication Euclidean Poisson,0.15959192603837777,0.7638888888888875,0.8604157225892898
Multiplication KL Divergence Normal,0.15718360849860058,0.7194444444444433,0.843942068151259
Multiplication KL Divergence Poisson,0.15896909493169656,0.75,0.8667924557806399
