,rre,acc,nmi
Multiplication Euclidean Normal,0.17252302506189054,0.7194444444444444,0.8571400042770706
Multiplication Euclidean Poisson,0.15979986652411596,0.7166666666666667,0.8449404742728975
Multiplication KL Divergence Normal,0.1700751282296417,0.725,0.8597370446640343
Multiplication KL Divergence Poisson,0.1600929703805209,0.7083333333333334,0.8353027940806677
