,rre,acc,nmi
Multiplication Euclidean Normal,0.12710375409980937,0.7277777777777777,0.84993452476684
Multiplication Euclidean Poisson,0.11376998011735942,0.7388888888888889,0.8467991216361335
Multiplication KL Divergence Normal,0.1571273644587997,0.6125,0.7639038700264105
Multiplication KL Divergence Poisson,0.14451285170209094,0.6722222222222223,0.812079588095399
