,rre,acc,nmi
Multiplication Euclidean Normal,0.2275868807073927,0.18472222222222223,0.3577649092303765
Multiplication Euclidean Poisson,0.24300076241641394,0.16666666666666669,0.3616320563453167
Multiplication KL Divergence Normal,0.22749319925391634,0.18333333333333335,0.37128948595790895
Multiplication KL Divergence Poisson,0.24303308730798237,0.18194444444444446,0.3607831570242051
