,rre,acc,nmi
Multiplication Euclidean Normal,0.4951392074491014,0.7347222222222223,0.8537581162718347
Multiplication Euclidean Poisson,0.49691852858128505,0.7305555555555556,0.849970230213849
Multiplication KL Divergence Normal,0.5021976359359036,0.6472222222222221,0.7890634767987335
Multiplication KL Divergence Poisson,0.5044593799050319,0.6736111111111112,0.8206394986243946
