,rre,acc,nmi
Multiplication Euclidean Normal,0.17628948288691124,0.7361111111111112,0.8501154683360423
Multiplication Euclidean Poisson,0.15974057901764316,0.7458333333333333,0.8589550072320153
Multiplication KL Divergence Normal,0.1614123433992441,0.7444444444444445,0.8697054385262895
Multiplication KL Divergence Poisson,0.16089830840174696,0.7486111111111111,0.8686994612853547
