,rre,acc,nmi
Multiplication Euclidean Normal,0.14564714463193232,0.6777777777777778,0.8057545540938498
Multiplication Euclidean Poisson,0.1457009453008309,0.6833333333333333,0.8173590405335328
Multiplication KL Divergence Normal,0.1579097591865087,0.6305555555555555,0.7667449124203248
Multiplication KL Divergence Poisson,0.14728102968451598,0.675,0.8042205667347567
