,rre,acc,nmi
Multiplication Euclidean Normal,0.29201862129037137,0.4538888888888889,0.6245647912565189
Multiplication Euclidean Poisson,0.1607224812998807,0.7394444444444445,0.8561025750284947
Multiplication KL Divergence Normal,0.29665200942976844,0.46388888888888885,0.6319972893129353
Multiplication KL Divergence Poisson,0.15983562137085655,0.7266666666666668,0.8474444132883651
