,rre,acc,nmi
Multiplication Euclidean Normal,0.29221715604631493,0.45555555555555555,0.6266225540180382
Multiplication Euclidean Poisson,0.16104615541576037,0.7472222222222222,0.8640674472195615
Multiplication KL Divergence Normal,0.2977193373254293,0.45055555555555554,0.6159020340860086
Multiplication KL Divergence Poisson,0.16021541241599602,0.7372222222222222,0.855652929284704
