,rre,acc,nmi
Multiplication Euclidean Normal,0.14495992870334887,0.7055555555555556,0.8186249028978883
Multiplication Euclidean Poisson,0.14605855782485427,0.7083333333333334,0.8238173935229416
Multiplication KL Divergence Normal,0.1580622058581155,0.6166666666666667,0.7678414441339221
Multiplication KL Divergence Poisson,0.14542215892699673,0.6944444444444444,0.8215068632789027
