,rre,acc,nmi
Multiplication Euclidean Normal,3.5536134574941025,0.17777777777777778,0.3728966976137357
Multiplication Euclidean Poisson,0.24300554224300325,0.175,0.3244329200266614
Multiplication KL Divergence Normal,3.563825181194407,0.175,0.3614572957821113
Multiplication KL Divergence Poisson,0.2430327240751976,0.1638888888888889,0.355919798496251
